well,data_source,depth,vitrinite_parameter,VR,VR_unc_1sigma,N_observations,long,lat,x_coord_swiss_grid,y_coord_swiss_grid,elevation,max_depth,distance_thrust_front,distance_thrust_front_perpendicular,distance_thrust_front_parallel
Savigny,Schegg et al. 1997,1247.0,,0.63,0.06,,6.738949879,46.54821,546336.432499,155453.70051199998,839.9,2037.0,-676.3742812212865,-676.3742812212865,128181.51114115455
Savigny,Schegg et al. 1997,2087.0,,0.75,0.03,,6.738949879,46.54821,546336.432499,155453.70051199998,839.9,2037.0,-676.3742812212865,-676.3742812212865,128181.51114115455
Savigny,Schegg et al. 1997,2187.0,,0.75,0.04,,6.738949879,46.54821,546336.432499,155453.70051199998,839.9,2037.0,-676.3742812212865,-676.3742812212865,128181.51114115455
Weggis,,110.0,,0.71,0.07,,8.42626611272786,47.034344193463106,675066.069574,209728.250507,457.3,2135.0,-5434.906575195109,-5434.906575195109,277312.48043587484
Weggis,,120.0,,0.71,0.054000000000000006,,8.42626611272786,47.034344193463106,675066.069574,209728.250507,457.3,2135.0,-5434.906575195109,-5434.906575195109,277312.48043587484
Weggis,,120.0,,0.7090000000000001,0.051,,8.42626611272786,47.034344193463106,675066.069574,209728.250507,457.3,2135.0,-5434.906575195109,-5434.906575195109,277312.48043587484
Weggis,,230.0,,0.75,0.1,,8.42626611272786,47.034344193463106,675066.069574,209728.250507,457.3,2135.0,-5434.906575195109,-5434.906575195109,277312.48043587484
Weggis,,485.0,,0.56,0.1,,8.42626611272786,47.034344193463106,675066.069574,209728.250507,457.3,2135.0,-5434.906575195109,-5434.906575195109,277312.48043587484
Weggis,,540.0,,1.3869999999999998,0.068,,8.42626611272786,47.034344193463106,675066.069574,209728.250507,457.3,2135.0,-5434.906575195109,-5434.906575195109,277312.48043587484
Weggis,,900.0,,0.648,0.08800000000000001,,8.42626611272786,47.034344193463106,675066.069574,209728.250507,457.3,2135.0,-5434.906575195109,-5434.906575195109,277312.48043587484
Weggis,,1300.0,,0.7,,,8.42626611272786,47.034344193463106,675066.069574,209728.250507,457.3,2135.0,-5434.906575195109,-5434.906575195109,277312.48043587484
Weggis,,1410.0,,0.8009999999999999,0.043,,8.42626611272786,47.034344193463106,675066.069574,209728.250507,457.3,2135.0,-5434.906575195109,-5434.906575195109,277312.48043587484
Weggis,,1670.0,,0.8170000000000001,0.055999999999999994,,8.42626611272786,47.034344193463106,675066.069574,209728.250507,457.3,2135.0,-5434.906575195109,-5434.906575195109,277312.48043587484
Weggis,,1730.0,,0.708,0.078,,8.42626611272786,47.034344193463106,675066.069574,209728.250507,457.3,2135.0,-5434.906575195109,-5434.906575195109,277312.48043587484
Weggis,,2000.0,,0.68,0.08,,8.42626611272786,47.034344193463106,675066.069574,209728.250507,457.3,2135.0,-5434.906575195109,-5434.906575195109,277312.48043587484
Weggis,,2130.0,,1.47,0.09,,8.42626611272786,47.034344193463106,675066.069574,209728.250507,457.3,2135.0,-5434.906575195109,-5434.906575195109,277312.48043587484
