tectonic_unit,strat_unit,sample_id2,outcrop_or_borehole,x_swiss_coords,y_swiss_coords,long,lat,elevation,depth,Rr,s,n,A,MA,source,distance_thrust_front,distance_thrust_front_perpendicular,distance_thrust_front_parallel
Subalpine Molasse,USM,359,outcrop,621750,181425,7.723459,46.783642,740.0,0,0.46,0.04,50,0,,PhD thesis Roland Schegg (1993),-2198.125311374926,-2198.125311374926,214581.68584727705
Subalpine Molasse,USM,360,outcrop,621450,181700,7.719542999999999,46.786125,730.0,0,0.68,0.04,50,0,,PhD thesis Roland Schegg (1993),-1806.3217888002403,-1806.3217888002403,214471.61768794808
Subalpine Molasse,USM,362,outcrop,617800,181300,7.671728,46.782634,710.0,0,0.5,0.02,50,0,,PhD thesis Roland Schegg (1993),-268.2668037188219,-268.2668037188219,211153.16193789092
Subalpine Molasse,USM,363,outcrop,622250,180875,7.72998,46.778678,800.0,0,0.5,0.04,50,1,,PhD thesis Roland Schegg (1993),-2919.2189282837553,-2919.2189282837553,214907.11108729424
Plateau Molasse,OSM,213,outcrop,708850,233350,8.876368,47.242096999999994,470.0,0,0.44,0.02,50,0,,PhD thesis Roland Schegg (1993),5752.764523288041,5752.764523288041,327982.5312165968
Plateau Molasse,OSM,214,outcrop,715850,249600,8.973001,47.387037,710.0,0,0.35,0.03,50,0,,PhD thesis Roland Schegg (1993),15516.11484788179,15516.11484788179,341159.86774069007
Plateau Molasse,OSM,215,outcrop,712200,247500,8.924144,47.368784999999995,740.0,0,0.38,0.05,50,1,,PhD thesis Roland Schegg (1993),15762.614688336862,15762.614688336862,333237.08489663585
Plateau Molasse,OSM,216,outcrop,712900,247800,8.933485000000001,47.371363,800.0,0,0.25,0.04,40,1,,PhD thesis Roland Schegg (1993),15746.112156857795,15746.112156857795,333698.31743751466
Plateau Molasse,OSM,217,outcrop,714150,246700,8.949752,47.361256,810.0,0,0.27,0.02,50,0,,PhD thesis Roland Schegg (1993),14249.024254904229,14249.024254904229,333992.68133973144
Plateau Molasse,OSM,218,outcrop,713750,246550,8.94442,47.359976,845.0,0,0.36,0.04,50,1,,PhD thesis Roland Schegg (1993),14260.869416653553,14260.869416653553,333698.31743751466
Plateau Molasse,OSM,219,outcrop,713440,248380,8.940781,47.376486,930.0,0,0.21,0.02,50,0,,PhD thesis Roland Schegg (1993),16072.628010681536,16072.628010681536,333698.31743751466
Plateau Molasse,OSM,220,outcrop,713530,248300,8.941952,47.375751,1000.0,0,0.31,0.04,50,1,,PhD thesis Roland Schegg (1993),15964.603886374663,15964.603886374663,333992.68133973144
Plateau Molasse,OSM,222,outcrop,721600,277700,9.056811999999999,47.638674,605.0,0,0.42,0.03,50,1,,PhD thesis Roland Schegg (1993),36516.565318688925,36516.565318688925,359087.86506186426
Plateau Molasse,OSM,238,outcrop,682700,236150,8.531533999999999,47.271071,730.0,0,0.37,0.03,50,1,,PhD thesis Roland Schegg (1993),13110.172685638021,13110.172685638021,295021.18488360924
Plateau Molasse,OSM,241,outcrop,687350,229575,8.591699,47.211339,555.0,0,0.36,0.02,50,1,,PhD thesis Roland Schegg (1993),5647.942555752212,5647.942555752212,298228.193722934
Plateau Molasse,OSM,242a,outcrop,678800,237850,8.480298,47.286838,620.0,0,0.43,0.04,50,1,,PhD thesis Roland Schegg (1993),15807.42638023666,15807.42638023666,292726.3399861298
Plateau Molasse,OSM,242b,outcrop,678800,237850,8.480298,47.286838,62.0,0,0.47,0.08,50,0,,PhD thesis Roland Schegg (1993),15807.42638023666,15807.42638023666,292726.3399861298
Plateau Molasse,OSM,243,outcrop,681700,238200,8.518692999999999,47.289633,635.0,0,0.59,0.05,50,0,,PhD thesis Roland Schegg (1993),15344.745269191568,15344.745269191568,294563.81701325666
Plateau Molasse,OSM,244,outcrop,688750,234550,8.611158999999999,47.255896,420.0,0,0.48,0.02,50,0,,PhD thesis Roland Schegg (1993),10210.956873272065,10210.956873272065,299408.4233050269
Plateau Molasse,OSM,245,outcrop,688750,234550,8.611158999999999,47.255896,420.0,0,0.54,0.05,50,1,,PhD thesis Roland Schegg (1993),10210.956873272065,10210.956873272065,299408.4233050269
Plateau Molasse,OSM,246,outcrop,693400,257950,8.677463000000001,47.465695000000004,432.0,0,0.48,0.04,50,0,,PhD thesis Roland Schegg (1993),32986.434299480505,32986.434299480505,304204.4006274156
Plateau Molasse,OSM,247,outcrop,683675,227480,8.542805,47.192972999999995,475.0,0,0.37,0.03,50,0,,PhD thesis Roland Schegg (1993),4476.909161958549,4476.909161958549,293888.34001670446
Plateau Molasse,OSM,248a,outcrop,686600,232575,8.582378,47.238419,650.0,0,0.41,0.05,50,1,,PhD thesis Roland Schegg (1993),8733.898416124614,8733.898416124614,298426.6286690328
Plateau Molasse,OSM,248b,outcrop,686600,232575,8.582378,47.238419,650.0,0,0.46,0.02,50,0,,PhD thesis Roland Schegg (1993),8733.898416124614,8733.898416124614,298426.6286690328
Plateau Molasse,OMM,211,outcrop,715250,234750,8.96124,47.253601,630.0,0,0.44,0.04,50,0,,PhD thesis Roland Schegg (1993),2864.9627361706143,2864.9627361706143,330481.3453729704
Plateau Molasse,OMM,226,outcrop,660550,251075,8.240853999999999,47.407708,500.0,0,0.44,0.04,50,1,,PhD thesis Roland Schegg (1993),36000.25806442677,36000.25806442677,289100.75734147185
Plateau Molasse,OMM,237,outcrop,660850,210100,8.239291,47.039145,520.0,0,0.5,0.03,50,0,,PhD thesis Roland Schegg (1993),1817.0576403227456,1817.0576403227456,265953.6426588737
Plateau Molasse,OMM,300,outcrop,659950,251050,8.232902000000001,47.407538,520.0,0,0.52,0.04,50,0,,PhD thesis Roland Schegg (1993),36316.71733580935,36316.71733580935,289100.75734147185
Plateau Molasse,OMM,311,outcrop,669650,255700,8.362131,47.448403000000006,420.0,0,0.44,0.03,50,0,,PhD thesis Roland Schegg (1993),35735.979758525704,35735.979758525704,292358.39942855795
Plateau Molasse,USM,209,outcrop,715150,232600,8.959369,47.234284,490.0,0,0.54,0.03,50,0,,PhD thesis Roland Schegg (1993),1004.1400204416993,1004.1400204416993,329630.3013409411
Plateau Molasse,USM,210,outcrop,714550,233380,8.951645,47.241403000000005,490.0,0,0.47,0.03,50,1,,PhD thesis Roland Schegg (1993),1975.9025305132252,1975.9025305132252,329475.13167889504
Plateau Molasse,USM,249,outcrop,682100,223252,8.521253999999999,47.155144,535.0,0,0.45,0.04,50,0,,PhD thesis Roland Schegg (1993),1015.0168461536903,1015.0168461536903,291352.4960328573
Subalpine Molasse,USM,239,outcrop,691250,223750,8.641995,47.158424,980.0,0,0.58,0.05,50,1,,PhD thesis Roland Schegg (1993),-788.9862055549988,-788.9862055549988,300369.17355106695
Subalpine Molasse,USM,52,outcrop,747000,251000,9.385876,47.393409999999996,,0,0.53,0.03,50,0,,PhD thesis Roland Schegg (1993),1178.41054347617,1178.41054347617,366819.84942709166
Unkown,Miocene Fm.,96,outcrop,230000,580000,2.2552950000000003,50.256208,,0,0.28,0.04,50,0,,PhD thesis Roland Schegg (1993),528097.1865155877,528097.1865155877,120807.12353718819
Unkown,Oligocene Fm.,223,outcrop,621900,247550,7.728615,47.378421,880.0,0,0.3,0.02,50,0,,PhD thesis Roland Schegg (1993),53182.51275086899,53182.51275086899,257450.0258409649
Unkown,Oligocene Fm.,2,outcrop,612660,259840,7.606611,47.4892,,0,0.41,0.03,97,0,,PhD thesis Roland Schegg (1993),68558.51370131825,68558.51370131825,257450.0258409649
Unkown,Oligocene Fm.,112,outcrop,594290,235600,7.363169999999999,47.271274,,0,0.55,0.07,50,1,,PhD thesis Roland Schegg (1993),53868.14130285848,53868.14130285848,196635.46977654667
Unkown,Oligocene Fm.,119,outcrop,592880,244510,7.344394,47.351401,400.0,0,0.41,0.05,50,1,,PhD thesis Roland Schegg (1993),62887.281100253706,62887.281100253706,196635.46977654667
Unkown,Oligocene Fm.,120,outcrop,592880,244510,7.344394,47.351401,370.0,0,0.49,0.04,68,1,,PhD thesis Roland Schegg (1993),62887.281100253706,62887.281100253706,196635.46977654667
