AFT_reference,sample_id,borehole,long,lat,x_swiss_grid,y_swiss_grid,elevation,depth,depth_min,depth_max,location,outcrop_or_borehole,lithology,tectonic_unit,stratigraphic_unit,stratigraphic_age_min,stratigraphic_age_max,include_in_compilation,AFT_central_age,AFT_central_age_stdev,AFT_central_age_95ci_min,AFT_central_age_95ci_plus,AFT_n_grains,AFT_Dpar,AFT_Dper,AFT_age_dispersion_perc,AFT_P_chi_sq,P_X2,AFT_reset,AFT_resetting_depth,Unnamed: 31,Unnamed: 32,AFT_mean_track_length,AFT_track_length_stderr,AFT_track_length_stdev,N ap TL,ZFT_age,ZFT_age_stdev,ZFT_n_grains,ZFT_reference,AHe_mean age,AHe_mean age_error_perc,Ahe_reset,AHe_reference,distance_thrust_front,distance_thrust_front_perpendicular,distance_thrust_front_parallel
Cederbom2011,Sa2,Savigny,6.738949879,46.54821,546336.432499,155453.70051199998,,350.0,,,,borehole,,,USM,28.4,20.43,y,35.4,,7.6,9.6,2.0,,,,,23.0,n,,,,,,,,,,,,,,,,-676.3742812212865,-676.3742812212865,128181.51114115455
Cederbom2011,Sa3,Savigny,6.738949879,46.54821,546336.432499,155453.70051199998,,555.0,,,,borehole,,,USM,28.4,20.43,y,32.8,,7.6,7.9,20.0,,,,,0.0,n,,,,,,,,,,,,,,,,-676.3742812212865,-676.3742812212865,128181.51114115455
Cederbom2011,Sa5,Savigny,6.738949879,46.54821,546336.432499,155453.70051199998,,850.0,,,,borehole,,,USM,28.4,20.43,y,39.0,,8.2,10.3,15.0,,,,,5.0,n,,,,,,,,,,,,,,,,-676.3742812212865,-676.3742812212865,128181.51114115455
Cederbom2011,Sa6,Savigny,6.738949879,46.54821,546336.432499,155453.70051199998,,1060.0,,,,borehole,,,USM,28.4,20.43,y,27.5,,11.1,18.7,8.0,,,,,0.0,n,,,,,,,,,,,,,,,,-676.3742812212865,-676.3742812212865,128181.51114115455
Cederbom2011,Sa7,Savigny,6.738949879,46.54821,546336.432499,155453.70051199998,,1300.0,,,,borehole,,,USM,28.4,20.43,y,30.8,,7.5,10.0,31.0,,,,,0.0,n,,,,,,,,,,,,,,,,-676.3742812212865,-676.3742812212865,128181.51114115455
Cederbom2011,Sa8,Savigny,6.738949879,46.54821,546336.432499,155453.70051199998,,1540.0,,,,borehole,,,USM,28.4,20.43,y,26.5,,5.8,7.5,27.0,,,,,0.0,n,,,,,,,,,,,,,,,,-676.3742812212865,-676.3742812212865,128181.51114115455
Cederbom2011,Sa9,Savigny,6.738949879,46.54821,546336.432499,155453.70051199998,,1755.0,,,,borehole,,,USM,28.4,20.43,y,35.2,,21.1,52.4,3.0,,,,,1.0,n,,,,,,,,,,,,,,,,-676.3742812212865,-676.3742812212865,128181.51114115455
Cederbom2011,Tg11,Tuggen,8.9550840072,47.2008334896,714897.4835420001,228875.49950799998,,940.0,,,,borehole,,,USM,28.4,20.43,y,20.7,,6.0,8.5,14.0,,,,,1.0,n,,,,,,,,,,,,,,,,-402.67958856620544,-402.67958856620544,325927.723378866
Cederbom2011,Tg15,Tuggen,8.9550840072,47.2008334896,714897.4835420001,228875.49950799998,,1476.0,,,,borehole,,,USM,28.4,20.43,y,19.0,,12.0,32.6,6.0,,,,,0.0,y,,,,,,,,,,,,,,,,-402.67958856620544,-402.67958856620544,325927.723378866
Cederbom2011,Tg2+3,Tuggen,8.9550840072,47.2008334896,714897.4835420001,228875.49950799998,,439.0,,,,borehole,,,USM,28.4,20.43,y,22.6,,6.4,8.9,46.0,,,,,0.0,n,,,,,,,,,,,,,,,,-402.67958856620544,-402.67958856620544,325927.723378866
