well/sample,well,gof_vr_max,gof_aft_max,gof_T_max,gof_aft_T_max,cooling_vr_best,cooling_vr_min,cooling_vr_max,cooling_aft_best,cooling_aft_min,cooling_aft_max,cooling_at_best,cooling_at_min,cooling_at_max,cooling_at_est_best,cooling_at_est_min,cooling_at_est_max,exhumation_vr_best,exhumation_vr_min,exhumation_vr_max,exhumation_aft_best,exhumation_aft_min,exhumation_aft_max,exhumation_at_best,exhumation_at_min,exhumation_at_max,exhumation_at_est_best,exhumation_at_est_min,exhumation_at_est_max,heat_flow_best,heat_flow_min,heat_flow_max,borehole,long,lat,x_swiss_grid,y_swiss_grid,distance_thrust_front,distance_thrust_front_perpendicular,distance_thrust_front_parallel,elevation_dem,relief,borehole_loc,long_loc,lat_loc,x_swiss_grid_loc,y_swiss_grid_loc,outcrop_or_borehole,cooling_min,cooling_best,cooling_max,data_type,x_swiss_coords,y_swiss_coords,tectonic_unit,strat_unit,sample_id2,elevation,depth,Rr,s,n,A,MA,source,cooling_surface_vr_min,cooling_surface_vr_best,cooling_surface_vr_max
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.938399,46.783029,,,13585.1252292716,13585.1252292716,153432.76864854488,,,,,,,,outcrop,39.801431382128776,61.01996673629585,84.7024996032541,vr,561800.0,181440.0,Plateau Molasse,OMM,16,540.0,0.0,0.43,0.05,69.0,1.0,,PhD thesis Roland Schegg (1993),39.801431382128776,61.01996673629585,84.7024996032541
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.962348,46.688678,,,3084.0678219946158,3084.0678219946158,152274.36928318697,,,,,,,,outcrop,58.46542636904028,79.83096010749175,103.74582061693448,vr,563565.0,170940.0,Plateau Molasse,OMM,17,710.0,0.0,0.53,0.06,99.0,1.0,,PhD thesis Roland Schegg (1993),58.46542636904028,79.83096010749175,103.74582061693448
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.873921,46.725246,,,10301.098483513411,10301.098483513411,151632.3458634914,,,,,,,,outcrop,63.898407129945234,83.16338693234049,105.29699286879327,vr,556830.0,175050.0,Plateau Molasse,OMM,19,550.0,0.0,0.55,0.05,100.0,1.0,,PhD thesis Roland Schegg (1993),63.898407129945234,83.16338693234049,105.29699286879327
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.855518,46.697266,,,9532.902505110671,9532.902505110671,147123.58268852998,,,,,,,,outcrop,35.054049461271404,52.23589857795059,72.37854334304613,vr,555400.0,171950.0,Plateau Molasse,OMM,20,590.0,0.0,0.39,0.03,103.0,1.0,,PhD thesis Roland Schegg (1993),35.054049461271404,52.23589857795059,72.37854334304613
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.997465,46.734427,,,6972.489130744525,6972.489130744525,156157.31274204905,,,,,,,,outcrop,48.58927715202983,70.91622346130654,95.57299942426182,vr,566280.0,176010.0,Plateau Molasse,OMM,21,650.0,0.0,0.48,0.06,104.0,1.0,,PhD thesis Roland Schegg (1993),48.58927715202983,70.91622346130654,95.57299942426182
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.855367,46.68701,,,8654.068346799122,8654.068346799122,146606.69622559394,,,,,,,,outcrop,50.65537663651268,70.91622346130654,93.84785430951337,vr,555380.0,170810.0,Plateau Molasse,OMM,23,610.0,0.0,0.48,0.05,100.0,0.0,,PhD thesis Roland Schegg (1993),50.65537663651268,70.91622346130654,93.84785430951337
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.891855,46.736938,,,10403.780469081265,10403.780469081265,151811.590191838,,,,,,,,outcrop,63.89840712994521,87.94142501015098,114.09341492337268,vr,558210.0,176340.0,Plateau Molasse,OMM,24,550.0,0.0,0.58,0.08,101.0,0.0,,PhD thesis Roland Schegg (1993),63.89840712994521,87.94142501015098,114.09341492337268
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.876935,46.724721,,,10096.742201920491,10096.742201920491,151632.3458634914,,,,,,,,outcrop,62.12450484278827,84.78442606941375,109.79996282465383,vr,557060.0,174990.0,Plateau Molasse,OMM,26,530.0,0.0,0.56,0.07,101.0,0.0,,PhD thesis Roland Schegg (1993),62.12450484278827,84.78442606941375,109.79996282465383
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.819823,46.708682,,,12255.63056324908,12255.63056324908,146606.69622559394,,,,,,,,outcrop,35.054049461271404,56.73509797054007,80.77456313648327,vr,552680.0,173240.0,Plateau Molasse,OMM,28,550.0,0.0,0.41,0.05,50.0,1.0,,PhD thesis Roland Schegg (1993),35.054049461271404,56.73509797054007,80.77456313648327
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.824422,46.712575,,,12352.506787630065,12352.506787630065,146606.69622559394,,,,,,,,outcrop,52.67397534798663,67.0873376182847,84.70249960325413,vr,553035.0,173670.0,Plateau Molasse,OMM,29,540.0,0.0,0.46,0.02,50.0,0.0,,PhD thesis Roland Schegg (1993),52.67397534798663,67.0873376182847,84.70249960325413
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.819425,46.720554,,,13281.326719620678,13281.326719620678,146750.5965859417,,,,,,,,outcrop,35.054049461271404,52.23589857795059,72.37854334304613,vr,552660.0,174560.0,Plateau Molasse,OMM,30,630.0,0.0,0.39,0.03,50.0,0.0,,PhD thesis Roland Schegg (1993),35.054049461271404,52.23589857795059,72.37854334304613
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.828386,46.714756,,,12349.043847612249,12349.043847612249,146876.0901975708,,,,,,,,outcrop,46.473387376014045,65.11000004298351,86.60550674343811,vr,553340.0,173910.0,Plateau Molasse,OMM,31,530.0,0.0,0.45,0.04,50.0,1.0,,PhD thesis Roland Schegg (1993),46.473387376014045,65.11000004298351,86.60550674343811
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.849362,46.722153,,,11501.104185212476,11501.104185212476,151430.441452024,,,,,,,,outcrop,39.801431382128776,56.73509797054007,76.67199544176499,vr,554950.0,174720.0,Plateau Molasse,OMM,33,605.0,0.0,0.41,0.03,50.0,0.0,,PhD thesis Roland Schegg (1993),39.801431382128776,56.73509797054007,76.67199544176499
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.635,46.535793,,,2336.155425879746,2336.155425879746,120807.12353718819,,,,,,,,outcrop,58.46542636904028,78.11728471229827,100.56300257595142,vr,538350.0,154150.0,Plateau Molasse,OMM,51,,0.0,0.52,0.05,50.0,1.0,,PhD thesis Roland Schegg (1993),58.46542636904028,78.11728471229827,100.56300257595142
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.645237,46.54891,,,3140.7159811864003,3140.7159811864003,122206.15648667671,,,,,,,,outcrop,60.314024685172896,76.37033199545215,95.57299942426182,vr,539150.0,155600.0,Plateau Molasse,OMM,53,,0.0,0.51,0.03,30.0,1.0,,PhD thesis Roland Schegg (1993),60.314024685172896,76.37033199545215,95.57299942426182
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.666736,46.549958,,,2307.3577422788308,2307.3577422788308,123565.39553141093,,,,,,,,outcrop,62.12450484278827,84.78442606941375,109.79996282465383,vr,540800.0,155700.0,Plateau Molasse,OMM,82,,0.0,0.56,0.07,50.0,0.0,,PhD thesis Roland Schegg (1993),62.12450484278827,84.78442606941375,109.79996282465383
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.658582,46.55476,,,3096.1260838032554,3096.1260838032554,123365.30966996506,,,,,,,,outcrop,48.58927715202983,70.91622346130654,95.57299942426182,vr,540180.0,156240.0,Plateau Molasse,OMM,87,,0.0,0.48,0.06,50.0,1.0,,PhD thesis Roland Schegg (1993),48.58927715202983,70.91622346130654,95.57299942426182
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.815388,46.752917,,,15675.544437260964,15675.544437260964,151632.3458634914,,,,,,,,outcrop,44.30524816271383,61.01996673629585,80.77456313648327,vr,552380.0,178160.0,Plateau Molasse,OMM,105,620.0,0.0,0.43,0.03,50.0,0.0,,PhD thesis Roland Schegg (1993),44.30524816271383,61.01996673629585,80.77456313648327
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.825884,46.693242,,,10584.716706735479,10584.716706735479,143546.82103230403,,,,,,,,outcrop,52.67397534798662,69.02214849080293,88.47006665272471,vr,553130.0,171520.0,Plateau Molasse,OMM,123,530.0,0.0,0.47,0.03,50.0,0.0,,PhD thesis Roland Schegg (1993),52.67397534798662,69.02214849080293,88.47006665272471
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.754884,46.776409,,,20903.310323177142,20903.310323177142,151632.3458634914,,,,,,,,outcrop,37.459821233052885,56.73509797054007,78.7460732081933,vr,547780.0,180810.0,Plateau Molasse,OMM,127,510.0,0.0,0.41,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),37.459821233052885,56.73509797054007,78.7460732081933
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.962924,46.675277,,,1700.4026834413426,1700.4026834413426,151963.97104529102,,,,,,,,outcrop,27.414000124085142,47.499792562452306,70.15451822205067,vr,563600.0,169450.0,Plateau Molasse,OMM,126,775.0,0.0,0.37,0.04,54.0,0.0,,PhD thesis Roland Schegg (1993),27.414000124085142,47.499792562452306,70.15451822205067
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.753006,46.769651,,,20429.682716443036,20429.682716443036,136253.74374087024,,,,,,,,outcrop,39.801431382128776,54.513621200469956,72.37854334304613,vr,547630.0,180060.0,Plateau Molasse,OMM,125,560.0,0.0,0.4,0.02,50.0,0.0,,PhD thesis Roland Schegg (1993),39.801431382128776,54.513621200469956,72.37854334304613
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.83666,46.816991,,,20164.196193192853,20164.196193192853,151811.590191838,,,,,,,,outcrop,35.054049461271404,56.73509797054007,80.77456313648327,vr,554060.0,185270.0,Plateau Molasse,OMM,129,600.0,0.0,0.41,0.05,50.0,0.0,,PhD thesis Roland Schegg (1993),35.054049461271404,56.73509797054007,80.77456313648327
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.108901,46.740112,,,4350.424988219573,4350.424988219573,166577.22107861834,,,,,,,,outcrop,46.473387376014045,63.08822421631586,82.75942622565572,vr,574800.0,176600.0,Plateau Molasse,OMM,131,595.0,0.0,0.44,0.03,48.0,1.0,,PhD thesis Roland Schegg (1993),46.473387376014045,63.08822421631586,82.75942622565572
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.085162,46.768467,,,7986.933552880323,7986.933552880323,166577.22107861834,,,,,,,,outcrop,44.30524816271383,61.01996673629585,80.77456313648327,vr,573000.0,179760.0,Plateau Molasse,OMM,135,585.0,0.0,0.43,0.03,50.0,1.0,,PhD thesis Roland Schegg (1993),44.30524816271383,61.01996673629585,80.77456313648327
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.050452,46.734531,,,6162.076050237925,6162.076050237925,159139.6974485138,,,,,,,,outcrop,35.054049461271404,58.90303993506606,84.7024996032541,vr,570330.0,176000.0,Plateau Molasse,OMM,140,635.0,0.0,0.42,0.06,50.0,1.0,,PhD thesis Roland Schegg (1993),35.054049461271404,58.90303993506606,84.7024996032541
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.120788,46.765604,,,6300.714550561432,6300.714550561432,168544.1603911634,,,,,,,,outcrop,37.459821233052885,56.73509797054007,78.7460732081933,vr,575720.0,179430.0,Plateau Molasse,OMM,143,575.0,0.0,0.41,0.04,50.0,1.0,,PhD thesis Roland Schegg (1993),37.459821233052885,56.73509797054007,78.7460732081933
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.120788,46.765604,,,6300.714550561432,6300.714550561432,168544.1603911634,,,,,,,,outcrop,46.473387376014045,63.08822421631586,82.75942622565572,vr,575720.0,179430.0,Plateau Molasse,OMM,144,575.0,0.0,0.44,0.03,40.0,1.0,,PhD thesis Roland Schegg (1993),46.473387376014045,63.08822421631586,82.75942622565572
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.128624,46.768954,,,6416.642042194374,6416.642042194374,168544.1603911634,,,,,,,,outcrop,42.0822135573376,58.90303993506606,78.7460732081933,vr,576320.0,179800.0,Plateau Molasse,OMM,145,610.0,0.0,0.42,0.03,50.0,1.0,,PhD thesis Roland Schegg (1993),42.0822135573376,58.90303993506606,78.7460732081933
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.113047,46.746961,,,4899.576522277901,4899.576522277901,168544.1603911634,,,,,,,,outcrop,46.473387376014045,63.08822421631586,82.75942622565572,vr,575120.0,177360.0,Plateau Molasse,OMM,147,593.0,0.0,0.44,0.03,50.0,0.0,,PhD thesis Roland Schegg (1993),46.473387376014045,63.08822421631586,82.75942622565572
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.111765,46.74255,,,4492.295635655027,4492.295635655027,166577.22107861834,,,,,,,,outcrop,21.924389127895317,49.89900775990016,78.7460732081933,vr,575020.0,176870.0,Plateau Molasse,OMM,148,595.0,0.0,0.38,0.07,50.0,1.0,,PhD thesis Roland Schegg (1993),21.924389127895317,49.89900775990016,78.7460732081933
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.111389,46.73976,,,4226.229120400978,4226.229120400978,166577.22107861834,,,,,,,,outcrop,54.64720842850283,72.77124254317327,93.84785430951337,vr,574990.0,176560.0,Plateau Molasse,OMM,150,600.0,0.0,0.49,0.04,69.0,0.0,,PhD thesis Roland Schegg (1993),54.64720842850283,72.77124254317327,93.84785430951337
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.116101,46.728619,,,2969.691916365268,2969.691916365268,166577.22107861834,,,,,,,,outcrop,37.459821233052885,56.73509797054007,78.7460732081933,vr,575345.0,175320.0,Plateau Molasse,OMM,151,630.0,0.0,0.41,0.04,98.0,0.0,,PhD thesis Roland Schegg (1993),37.459821233052885,56.73509797054007,78.7460732081933
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.115486,46.733115,,,3426.505884735235,3426.505884735235,166577.22107861834,,,,,,,,outcrop,32.580500629570736,49.89900775990016,70.15451822205068,vr,575300.0,175820.0,Plateau Molasse,OMM,152,640.0,0.0,0.38,0.03,93.0,1.0,,PhD thesis Roland Schegg (1993),32.580500629570736,49.89900775990016,70.15451822205068
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.116881,46.718546,,,2058.761175592076,2058.761175592076,166577.22107861834,,,,,,,,outcrop,21.924389127895317,45.03483732695887,70.15451822205067,vr,575400.0,174200.0,Plateau Molasse,OMM,153,710.0,0.0,0.36,0.05,100.0,1.0,,PhD thesis Roland Schegg (1993),21.924389127895317,45.03483732695887,70.15451822205067
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.109917,46.723744,,,2842.8010092381346,2842.8010092381346,166577.22107861834,,,,,,,,outcrop,32.580500629570736,56.73509797054007,82.75942622565572,vr,574870.0,174780.0,Plateau Molasse,OMM,154,605.0,0.0,0.41,0.06,100.0,1.0,,PhD thesis Roland Schegg (1993),32.580500629570736,56.73509797054007,82.75942622565572
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.09966,46.711569,,,2566.307814893145,2566.307814893145,165029.5179783929,,,,,,,,outcrop,62.12450484278827,81.5126023038201,103.74582061693448,vr,574080.0,173430.0,Plateau Molasse,OMM,156,675.0,0.0,0.54,0.05,50.0,1.0,,PhD thesis Roland Schegg (1993),62.12450484278827,81.5126023038201,103.74582061693448
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.031065,46.72034,,,4914.538379649967,4914.538379649967,157940.6020162195,,,,,,,,outcrop,35.05404946127142,54.513621200469956,76.67199544176499,vr,568840.0,174430.0,Plateau Molasse,OMM,158,678.0,0.0,0.4,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),35.05404946127142,54.513621200469956,76.67199544176499
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.131501,46.700775,,,247.96950554797962,247.96950554797962,165522.24830534612,,,,,,,,outcrop,35.054049461271404,58.90303993506606,84.7024996032541,vr,576510.0,172220.0,Plateau Molasse,OMM,161,602.0,0.0,0.42,0.06,50.0,1.0,,PhD thesis Roland Schegg (1993),35.054049461271404,58.90303993506606,84.7024996032541
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.680744,46.545959,,,1399.7886673152493,1399.7886673152493,124194.09000198811,,,,,,,,outcrop,58.46542636904027,74.58878391649459,93.84785430951337,vr,541870.0,155245.0,Plateau Molasse,USM,1,750.0,0.0,0.5,0.03,50.0,0.0,,PhD thesis Roland Schegg (1993),58.46542636904027,74.58878391649459,93.84785430951337
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.584371,46.662628,,,16311.779757933798,16311.779757933798,123711.1265078155,,,,,,,,outcrop,58.46542636904028,76.37033199545215,97.26648870730416,vr,534620.0,168290.0,Plateau Molasse,USM,3,630.0,0.0,0.51,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),58.46542636904028,76.37033199545215,97.26648870730416
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.586895,46.660038,,,15966.83090609526,15966.83090609526,123711.1265078155,,,,,,,,outcrop,44.30524816271383,67.0873376182847,92.0898473192407,vr,534810.0,168000.0,Plateau Molasse,USM,5,650.0,0.0,0.46,0.06,50.0,0.0,,PhD thesis Roland Schegg (1993),44.30524816271383,67.0873376182847,92.0898473192407
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.587495,46.679924,,,17893.65191038567,17893.65191038567,124528.93382010203,,,,,,,,outcrop,42.0822135573376,65.11000004298351,90.2977021460619,vr,534880.0,170210.0,Plateau Molasse,USM,8,500.0,0.0,0.45,0.06,50.0,1.0,,PhD thesis Roland Schegg (1993),42.0822135573376,65.11000004298351,90.2977021460619
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.910417,46.752048,,,11127.573833382407,11127.573833382407,152025.49737743754,,,,,,,,outcrop,60.3140246851729,79.83096010749175,102.16813131951629,vr,559640.0,178010.0,Plateau Molasse,USM,25,510.0,0.0,0.53,0.05,50.0,0.0,,PhD thesis Roland Schegg (1993),60.3140246851729,79.83096010749175,102.16813131951629
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.641544,46.53404,,,1920.7119453982539,1920.7119453982539,120870.21391180532,,,,,,,,outcrop,50.65537663651268,69.02214849080293,90.2977021460619,vr,538850.0,153950.0,Plateau Molasse,USM,54,,0.0,0.47,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),50.65537663651268,69.02214849080293,90.2977021460619
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.62978,46.536206,,,2613.8839373623077,2613.8839373623077,120807.12353718819,,,,,,,,outcrop,67.34218878123909,86.37677273676137,108.32325009795882,vr,537950.0,154200.0,Plateau Molasse,USM,56,,0.0,0.57,0.05,50.0,0.0,,PhD thesis Roland Schegg (1993),67.34218878123909,86.37677273676137,108.32325009795882
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.599859,46.532166,,,4009.8522405197614,4009.8522405197614,118456.3410442983,,,,,,,,outcrop,52.67397534798663,67.0873376182847,84.70249960325413,vr,535650.0,153775.0,Plateau Molasse,USM,58,435.0,0.0,0.46,0.02,50.0,0.0,,PhD thesis Roland Schegg (1993),52.67397534798663,67.0873376182847,84.70249960325413
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.635806,46.525454,,,1464.9726941428396,1464.9726941428396,120807.12353718819,,,,,,,,outcrop,62.12450484278827,79.83096010749175,100.56300257595142,vr,538400.0,153000.0,Plateau Molasse,USM,59,,0.0,0.53,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),62.12450484278827,79.83096010749175,100.56300257595142
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.625407,46.52358,,,2110.5213626473083,2110.5213626473083,120807.12353718819,,,,,,,,outcrop,73.84925237593131,90.9913861773312,111.25341926385407,vr,537600.0,152800.0,Plateau Molasse,USM,60,,0.0,0.6,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),73.84925237593131,90.9913861773312,111.25341926385407
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.633159,46.528134,,,1802.9491587181622,1802.9491587181622,120807.12353718819,,,,,,,,outcrop,63.898407129945234,81.5126023038201,102.16813131951629,vr,538200.0,153300.0,Plateau Molasse,USM,62,,0.0,0.54,0.04,50.0,1.0,,PhD thesis Roland Schegg (1993),63.898407129945234,81.5126023038201,102.16813131951629
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.668277,46.533325,,,711.4479793868585,711.4479793868585,122679.08034464209,,,,,,,,outcrop,50.65537663651268,69.02214849080293,90.2977021460619,vr,540900.0,153850.0,Plateau Molasse,USM,63,,0.0,0.47,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),50.65537663651268,69.02214849080293,90.2977021460619
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.651208,46.541754,,,2225.827880461454,2225.827880461454,122132.13106434153,,,,,,,,outcrop,54.64720842850283,72.77124254317327,93.84785430951337,vr,539600.0,154800.0,Plateau Molasse,USM,76,,0.0,0.49,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),54.64720842850283,72.77124254317327,93.84785430951337
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.655354,46.61555,,,9153.618436375893,9153.618436375893,127752.35823423941,,,,,,,,outcrop,58.46542636904028,76.37033199545215,97.26648870730416,vr,540000.0,163000.0,Plateau Molasse,USM,88,,0.0,0.51,0.04,50.0,1.0,,PhD thesis Roland Schegg (1993),58.46542636904028,76.37033199545215,97.26648870730416
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.69377,46.669784,,,12426.274591353913,12426.274591353913,134188.56358984014,,,,,,,,outcrop,46.47338737601403,61.01996673629585,78.7460732081933,vr,543000.0,169000.0,Plateau Molasse,USM,91,610.0,0.0,0.43,0.02,50.0,0.0,,PhD thesis Roland Schegg (1993),46.47338737601403,61.01996673629585,78.7460732081933
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.570855,46.674311,,,17947.414867713927,17947.414867713927,123711.1265078155,,,,,,,,outcrop,39.801431382128776,54.513621200469956,72.37854334304613,vr,533600.0,169600.0,Plateau Molasse,USM,92,570.0,0.0,0.4,0.02,50.0,0.0,,PhD thesis Roland Schegg (1993),39.801431382128776,54.513621200469956,72.37854334304613
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.565453,46.685065,,,19194.173932051333,19194.173932051333,123711.1265078155,,,,,,,,outcrop,52.67397534798662,69.02214849080293,88.47006665272471,vr,533200.0,170800.0,Plateau Molasse,USM,95,450.0,0.0,0.47,0.03,50.0,0.0,,PhD thesis Roland Schegg (1993),52.67397534798662,69.02214849080293,88.47006665272471
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.587495,46.679924,,,17893.65191038567,17893.65191038567,124528.93382010203,,,,,,,,outcrop,69.01471890770512,83.16338693234049,100.56300257595142,vr,534880.0,170210.0,Plateau Molasse,USM,114,500.0,0.0,0.55,0.02,50.0,0.0,,PhD thesis Roland Schegg (1993),69.01471890770512,83.16338693234049,100.56300257595142
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.668801,46.533149,,,672.5058071158114,672.5058071158114,122701.0691422175,,,,,,,,outcrop,50.65537663651269,67.0873376182847,86.60550674343811,vr,540940.0,153830.0,Plateau Molasse,USM,128,,0.0,0.46,0.03,49.0,0.0,,PhD thesis Roland Schegg (1993),50.65537663651269,67.0873376182847,86.60550674343811
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.804703,46.582298,,,-381.4139308212899,-381.4139308212899,134555.9174484057,,,,,,,,outcrop,130.7010974324971,150.30057612135988,173.03689906047148,vr,551410.0,159200.0,Plateau Molasse,USM,130,,0.0,1.16,0.09,16.0,1.0,,PhD thesis Roland Schegg (1993),130.7010974324971,150.30057612135988,173.03689906047148
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.880711,46.57505,,,-2795.0801015385086,-2795.0801015385086,140715.8177580261,,,,,,,,outcrop,72.26713431521804,89.4793297768586,109.7999628246538,vr,557230.0,158350.0,Subalpine Molasse,USM,280,,0.0,0.59,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),72.26713431521804,89.4793297768586,109.7999628246538
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.937859,46.616067,,,-1430.4055396859715,-1430.4055396859715,146293.57703809507,,,,,,,,outcrop,42.0822135573376,65.11000004298351,90.2977021460619,vr,561640.0,162880.0,Subalpine Molasse,USM,281,,0.0,0.45,0.06,67.0,1.0,,PhD thesis Roland Schegg (1993),42.0822135573376,65.11000004298351,90.2977021460619
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.904386,46.581821,,,-3130.359232719635,-3130.359232719635,142405.5325899711,,,,,,,,outcrop,27.414000124085142,47.499792562452306,70.15451822205067,vr,559050.0,159090.0,Subalpine Molasse,USM,283,,0.0,0.37,0.04,50.0,1.0,,PhD thesis Roland Schegg (1993),27.414000124085142,47.499792562452306,70.15451822205067
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.884175,46.606103,,,-21.958284131350418,-21.958284131350418,142556.6733945721,,,,,,,,outcrop,21.924389127895317,42.50043767422948,65.53892765864074,vr,557520.0,161800.0,Subalpine Molasse,USM,274,,0.0,0.35,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),21.924389127895317,42.50043767422948,65.53892765864074
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.928905,46.624124,,,-312.03710011492046,-312.03710011492046,146479.28344070984,,,,,,,,outcrop,48.58927715202983,69.02214849080293,92.0898473192407,vr,560960.0,163780.0,Subalpine Molasse,USM,353,900.0,0.0,0.47,0.05,50.0,1.0,,PhD thesis Roland Schegg (1993),48.58927715202983,69.02214849080293,92.0898473192407
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.844829,46.480861,,,-11160.612730470122,-11160.612730470122,137819.99149729285,,,,,,,,outcrop,92.17900570774839,112.25815887110905,135.2455689576802,vr,554400.0,147900.0,Subalpine Molasse,USM,10,630.0,0.0,0.76,0.07,100.0,1.0,,PhD thesis Roland Schegg (1993),92.17900570774839,112.25815887110905,135.2455689576802
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.561592,46.601012,,,11509.147649421799,11509.147649421799,120807.12353718819,,,,,,,,outcrop,44.30524816271383,63.08822421631586,84.7024996032541,vr,532800.0,161460.0,Subalpine Molasse,USM,12,580.0,0.0,0.44,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),44.30524816271383,63.08822421631586,84.7024996032541
